checkpoint,group_type,group,n,decision_correct_count,decision_correct_denominator,decision_correct_rate,full_correct_count,full_correct_denominator,full_correct_rate,syntax_valid_count,syntax_valid_denominator,syntax_valid_rate,format_valid_count,format_valid_denominator,format_valid_rate,internally_consistent_count,internally_consistent_denominator,internally_consistent_rate,selected_correct_count,selected_correct_denominator,selected_correct_rate,count_correct_count,count_correct_denominator,count_correct_rate,reason_correct_count,reason_correct_denominator,reason_correct_rate,decision_valid_count,decision_valid_denominator,decision_valid_rate,finished_eos_count,finished_eos_denominator,finished_eos_rate,order_compliant_count,order_compliant_denominator,order_compliant_rate,false_clear_count,false_clear_denominator,false_clear_rate,false_report_count,false_report_denominator,false_report_rate,error_incorrect_complete_answers,error_invalid_strict_json,error_invalid_exact_schema,error_wrong_selection,error_wrong_count,error_wrong_reason,error_inconsistent_execution
competence_uniform_first_i1729_epoch1_calibration,stratum,trigger_report,64,62,64,0.96875,49,64,0.765625,64,64,1.0,64,64,1.0,49,64,0.765625,49,64,0.765625,52,64,0.8125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,2,64,0.03125,0,0,,15,0,0,15,12,0,15
competence_uniform_first_i1729_epoch1_calibration,suite,calibration,192,181,192,0.9427083333333334,125,192,0.6510416666666666,192,192,1.0,192,192,1.0,125,192,0.6510416666666666,128,192,0.6666666666666666,134,192,0.6979166666666666,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,6,128,0.046875,5,64,0.078125,67,0,0,64,58,0,67
competence_uniform_first_i1729_epoch1_calibration,suite_stratum,calibration/clear,64,59,64,0.921875,32,64,0.5,64,64,1.0,64,64,1.0,32,64,0.5,34,64,0.53125,34,64,0.53125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,5,64,0.078125,32,0,0,30,30,0,32
competence_uniform_first_i1729_epoch1_calibration,suite_stratum,calibration/control_report,64,60,64,0.9375,44,64,0.6875,64,64,1.0,64,64,1.0,44,64,0.6875,45,64,0.703125,48,64,0.75,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,4,64,0.0625,0,0,,20,0,0,19,16,0,20
competence_uniform_first_i1729_epoch1_calibration,suite_stratum,calibration/trigger_report,64,62,64,0.96875,49,64,0.765625,64,64,1.0,64,64,1.0,49,64,0.765625,49,64,0.765625,52,64,0.8125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,2,64,0.03125,0,0,,15,0,0,15,12,0,15
competence_uniform_first_i1729_epoch2_calibration,all,all,192,188,192,0.9791666666666666,186,192,0.96875,192,192,1.0,192,192,1.0,186,192,0.96875,189,192,0.984375,190,192,0.9895833333333334,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,1,128,0.0078125,3,64,0.046875,6,0,0,3,2,0,6
competence_uniform_first_i1729_epoch2_calibration,declared_operator,none,192,188,192,0.9791666666666666,186,192,0.96875,192,192,1.0,192,192,1.0,186,192,0.96875,189,192,0.984375,190,192,0.9895833333333334,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,1,128,0.0078125,3,64,0.046875,6,0,0,3,2,0,6
competence_uniform_first_i1729_epoch2_calibration,designated_operator,collapse_issues,42,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,0,42,0.0,0,0,,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch2_calibration,designated_operator,none,64,61,64,0.953125,61,64,0.953125,64,64,1.0,64,64,1.0,61,64,0.953125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,3,64,0.046875,3,0,0,0,0,0,3
competence_uniform_first_i1729_epoch2_calibration,designated_operator,recent_only,44,44,44,1.0,42,44,0.9545454545454546,44,44,1.0,44,44,1.0,42,44,0.9545454545454546,42,44,0.9545454545454546,43,44,0.9772727272727273,44,44,1.0,44,44,1.0,44,44,1.0,44,44,1.0,0,44,0.0,0,0,,2,0,0,2,1,0,2
competence_uniform_first_i1729_epoch2_calibration,designated_operator,requested_waivers,42,41,42,0.9761904761904762,41,42,0.9761904761904762,42,42,1.0,42,42,1.0,41,42,0.9761904761904762,41,42,0.9761904761904762,41,42,0.9761904761904762,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,1,42,0.023809523809523808,0,0,,1,0,0,1,1,0,1
competence_uniform_first_i1729_epoch2_calibration,domain,customer support,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch2_calibration,domain,data pipeline,24,23,24,0.9583333333333334,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,22,24,0.9166666666666666,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,1,8,0.125,2,0,0,1,0,0,2
competence_uniform_first_i1729_epoch2_calibration,domain,event operations,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch2_calibration,domain,field survey,24,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,1,8,0.125,1,0,0,0,0,0,1
competence_uniform_first_i1729_epoch2_calibration,domain,grant administration,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch2_calibration,domain,manufacturing quality,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch2_calibration,domain,software release,24,22,24,0.9166666666666666,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,22,24,0.9166666666666666,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,1,16,0.0625,1,8,0.125,2,0,0,1,1,0,2
competence_uniform_first_i1729_epoch2_calibration,domain,warehouse dispatch,24,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,1,0,0,1,1,0,1
competence_uniform_first_i1729_epoch2_calibration,family,all__approved_only__events,24,22,24,0.9166666666666666,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,2,8,0.25,2,0,0,0,0,0,2
competence_uniform_first_i1729_epoch2_calibration,family,all__approved_only__issues,24,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,1,16,0.0625,0,8,0.0,1,0,0,1,1,0,1
competence_uniform_first_i1729_epoch2_calibration,family,all__none__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch2_calibration,family,all__none__issues,24,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,1,8,0.125,1,0,0,0,0,0,1
competence_uniform_first_i1729_epoch2_calibration,family,current__approved_only__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch2_calibration,family,current__approved_only__issues,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch2_calibration,family,current__none__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch2_calibration,family,current__none__issues,24,24,24,1.0,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,22,24,0.9166666666666666,22,24,0.9166666666666666,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,2,0,0,2,1,0,2
competence_uniform_first_i1729_epoch2_calibration,stratum,clear,64,61,64,0.953125,61,64,0.953125,64,64,1.0,64,64,1.0,61,64,0.953125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,3,64,0.046875,3,0,0,0,0,0,3
competence_uniform_first_i1729_epoch2_calibration,stratum,control_report,64,63,64,0.984375,62,64,0.96875,64,64,1.0,64,64,1.0,62,64,0.96875,62,64,0.96875,62,64,0.96875,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,1,64,0.015625,0,0,,2,0,0,2,2,0,2
competence_uniform_first_i1729_epoch2_calibration,stratum,trigger_report,64,64,64,1.0,63,64,0.984375,64,64,1.0,64,64,1.0,63,64,0.984375,63,64,0.984375,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,64,0.0,0,0,,1,0,0,1,0,0,1
competence_uniform_first_i1729_epoch2_calibration,suite,calibration,192,188,192,0.9791666666666666,186,192,0.96875,192,192,1.0,192,192,1.0,186,192,0.96875,189,192,0.984375,190,192,0.9895833333333334,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,1,128,0.0078125,3,64,0.046875,6,0,0,3,2,0,6
competence_uniform_first_i1729_epoch2_calibration,suite_stratum,calibration/clear,64,61,64,0.953125,61,64,0.953125,64,64,1.0,64,64,1.0,61,64,0.953125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,3,64,0.046875,3,0,0,0,0,0,3
competence_uniform_first_i1729_epoch2_calibration,suite_stratum,calibration/control_report,64,63,64,0.984375,62,64,0.96875,64,64,1.0,64,64,1.0,62,64,0.96875,62,64,0.96875,62,64,0.96875,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,1,64,0.015625,0,0,,2,0,0,2,2,0,2
competence_uniform_first_i1729_epoch2_calibration,suite_stratum,calibration/trigger_report,64,64,64,1.0,63,64,0.984375,64,64,1.0,64,64,1.0,63,64,0.984375,63,64,0.984375,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,64,0.0,0,0,,1,0,0,1,0,0,1
competence_uniform_first_i1729_epoch3_calibration,all,all,192,191,192,0.9947916666666666,188,192,0.9791666666666666,192,192,1.0,192,192,1.0,188,192,0.9791666666666666,189,192,0.984375,190,192,0.9895833333333334,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,0,128,0.0,1,64,0.015625,4,0,0,3,2,0,4
competence_uniform_first_i1729_epoch3_calibration,declared_operator,none,192,191,192,0.9947916666666666,188,192,0.9791666666666666,192,192,1.0,192,192,1.0,188,192,0.9791666666666666,189,192,0.984375,190,192,0.9895833333333334,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,0,128,0.0,1,64,0.015625,4,0,0,3,2,0,4
competence_uniform_first_i1729_epoch3_calibration,designated_operator,collapse_issues,42,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,0,42,0.0,0,0,,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch3_calibration,designated_operator,none,64,63,64,0.984375,63,64,0.984375,64,64,1.0,64,64,1.0,63,64,0.984375,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,1,64,0.015625,1,0,0,0,0,0,1
competence_uniform_first_i1729_epoch3_calibration,designated_operator,recent_only,44,44,44,1.0,42,44,0.9545454545454546,44,44,1.0,44,44,1.0,42,44,0.9545454545454546,42,44,0.9545454545454546,43,44,0.9772727272727273,44,44,1.0,44,44,1.0,44,44,1.0,44,44,1.0,0,44,0.0,0,0,,2,0,0,2,1,0,2
competence_uniform_first_i1729_epoch3_calibration,designated_operator,requested_waivers,42,42,42,1.0,41,42,0.9761904761904762,42,42,1.0,42,42,1.0,41,42,0.9761904761904762,41,42,0.9761904761904762,41,42,0.9761904761904762,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,0,42,0.0,0,0,,1,0,0,1,1,0,1
competence_uniform_first_i1729_epoch3_calibration,domain,customer support,24,24,24,1.0,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,22,24,0.9166666666666666,22,24,0.9166666666666666,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,2,0,0,2,1,0,2
competence_uniform_first_i1729_epoch3_calibration,domain,data pipeline,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch3_calibration,domain,event operations,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch3_calibration,domain,field survey,24,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,1,8,0.125,1,0,0,0,0,0,1
competence_uniform_first_i1729_epoch3_calibration,domain,grant administration,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch3_calibration,domain,manufacturing quality,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch3_calibration,domain,software release,24,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,1,0,0,1,1,0,1
competence_uniform_first_i1729_epoch3_calibration,domain,warehouse dispatch,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch3_calibration,family,all__approved_only__events,24,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,1,8,0.125,1,0,0,0,0,0,1
competence_uniform_first_i1729_epoch3_calibration,family,all__approved_only__issues,24,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,1,0,0,1,1,0,1
competence_uniform_first_i1729_epoch3_calibration,family,all__none__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch3_calibration,family,all__none__issues,24,24,24,1.0,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,22,24,0.9166666666666666,22,24,0.9166666666666666,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,2,0,0,2,1,0,2
competence_uniform_first_i1729_epoch3_calibration,family,current__approved_only__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch3_calibration,family,current__approved_only__issues,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch3_calibration,family,current__none__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch3_calibration,family,current__none__issues,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_first_i1729_epoch3_calibration,stratum,clear,64,63,64,0.984375,63,64,0.984375,64,64,1.0,64,64,1.0,63,64,0.984375,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,1,64,0.015625,1,0,0,0,0,0,1
competence_uniform_first_i1729_epoch3_calibration,stratum,control_report,64,64,64,1.0,62,64,0.96875,64,64,1.0,64,64,1.0,62,64,0.96875,62,64,0.96875,62,64,0.96875,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,64,0.0,0,0,,2,0,0,2,2,0,2
competence_uniform_first_i1729_epoch3_calibration,stratum,trigger_report,64,64,64,1.0,63,64,0.984375,64,64,1.0,64,64,1.0,63,64,0.984375,63,64,0.984375,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,64,0.0,0,0,,1,0,0,1,0,0,1
competence_uniform_first_i1729_epoch3_calibration,suite,calibration,192,191,192,0.9947916666666666,188,192,0.9791666666666666,192,192,1.0,192,192,1.0,188,192,0.9791666666666666,189,192,0.984375,190,192,0.9895833333333334,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,0,128,0.0,1,64,0.015625,4,0,0,3,2,0,4
competence_uniform_first_i1729_epoch3_calibration,suite_stratum,calibration/clear,64,63,64,0.984375,63,64,0.984375,64,64,1.0,64,64,1.0,63,64,0.984375,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,1,64,0.015625,1,0,0,0,0,0,1
competence_uniform_first_i1729_epoch3_calibration,suite_stratum,calibration/control_report,64,64,64,1.0,62,64,0.96875,64,64,1.0,64,64,1.0,62,64,0.96875,62,64,0.96875,62,64,0.96875,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,64,0.0,0,0,,2,0,0,2,2,0,2
competence_uniform_first_i1729_epoch3_calibration,suite_stratum,calibration/trigger_report,64,64,64,1.0,63,64,0.984375,64,64,1.0,64,64,1.0,63,64,0.984375,63,64,0.984375,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,64,0.0,0,0,,1,0,0,1,0,0,1
competence_weighted_first_i1729_epoch1_calibration,all,all,192,159,192,0.828125,130,192,0.6770833333333334,192,192,1.0,192,192,1.0,130,192,0.6770833333333334,138,192,0.71875,143,192,0.7447916666666666,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,32,128,0.25,1,64,0.015625,62,0,0,54,49,0,62
competence_weighted_first_i1729_epoch1_calibration,declared_operator,none,192,159,192,0.828125,130,192,0.6770833333333334,192,192,1.0,192,192,1.0,130,192,0.6770833333333334,138,192,0.71875,143,192,0.7447916666666666,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,32,128,0.25,1,64,0.015625,62,0,0,54,49,0,62
competence_weighted_first_i1729_epoch1_calibration,designated_operator,collapse_issues,42,41,42,0.9761904761904762,39,42,0.9285714285714286,42,42,1.0,42,42,1.0,39,42,0.9285714285714286,39,42,0.9285714285714286,39,42,0.9285714285714286,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,1,42,0.023809523809523808,0,0,,3,0,0,3,3,0,3
competence_weighted_first_i1729_epoch1_calibration,designated_operator,none,64,63,64,0.984375,53,64,0.828125,64,64,1.0,64,64,1.0,53,64,0.828125,53,64,0.828125,53,64,0.828125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,1,64,0.015625,11,0,0,11,11,0,11
competence_weighted_first_i1729_epoch1_calibration,designated_operator,recent_only,44,31,44,0.7045454545454546,20,44,0.45454545454545453,44,44,1.0,44,44,1.0,20,44,0.45454545454545453,23,44,0.5227272727272727,28,44,0.6363636363636364,44,44,1.0,44,44,1.0,44,44,1.0,44,44,1.0,13,44,0.29545454545454547,0,0,,24,0,0,21,16,0,24
competence_weighted_first_i1729_epoch1_calibration,designated_operator,requested_waivers,42,24,42,0.5714285714285714,18,42,0.42857142857142855,42,42,1.0,42,42,1.0,18,42,0.42857142857142855,23,42,0.5476190476190477,23,42,0.5476190476190477,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,18,42,0.42857142857142855,0,0,,24,0,0,19,19,0,24
competence_weighted_first_i1729_epoch1_calibration,domain,customer support,24,20,24,0.8333333333333334,17,24,0.7083333333333334,24,24,1.0,24,24,1.0,17,24,0.7083333333333334,18,24,0.75,18,24,0.75,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,4,16,0.25,0,8,0.0,7,0,0,6,6,0,7
competence_weighted_first_i1729_epoch1_calibration,domain,data pipeline,24,18,24,0.75,11,24,0.4583333333333333,24,24,1.0,24,24,1.0,11,24,0.4583333333333333,13,24,0.5416666666666666,15,24,0.625,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,6,16,0.375,0,8,0.0,13,0,0,11,9,0,13
competence_weighted_first_i1729_epoch1_calibration,domain,event operations,24,20,24,0.8333333333333334,18,24,0.75,24,24,1.0,24,24,1.0,18,24,0.75,18,24,0.75,19,24,0.7916666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,3,16,0.1875,1,8,0.125,6,0,0,6,5,0,6
competence_weighted_first_i1729_epoch1_calibration,domain,field survey,24,20,24,0.8333333333333334,16,24,0.6666666666666666,24,24,1.0,24,24,1.0,16,24,0.6666666666666666,19,24,0.7916666666666666,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,4,16,0.25,0,8,0.0,8,0,0,5,4,0,8
competence_weighted_first_i1729_epoch1_calibration,domain,grant administration,24,20,24,0.8333333333333334,16,24,0.6666666666666666,24,24,1.0,24,24,1.0,16,24,0.6666666666666666,16,24,0.6666666666666666,16,24,0.6666666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,4,16,0.25,0,8,0.0,8,0,0,8,8,0,8
competence_weighted_first_i1729_epoch1_calibration,domain,manufacturing quality,24,20,24,0.8333333333333334,16,24,0.6666666666666666,24,24,1.0,24,24,1.0,16,24,0.6666666666666666,17,24,0.7083333333333334,17,24,0.7083333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,4,16,0.25,0,8,0.0,8,0,0,7,7,0,8
competence_weighted_first_i1729_epoch1_calibration,domain,software release,24,19,24,0.7916666666666666,18,24,0.75,24,24,1.0,24,24,1.0,18,24,0.75,19,24,0.7916666666666666,19,24,0.7916666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,5,16,0.3125,0,8,0.0,6,0,0,5,5,0,6
competence_weighted_first_i1729_epoch1_calibration,domain,warehouse dispatch,24,22,24,0.9166666666666666,18,24,0.75,24,24,1.0,24,24,1.0,18,24,0.75,18,24,0.75,19,24,0.7916666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,2,16,0.125,0,8,0.0,6,0,0,6,5,0,6
competence_weighted_first_i1729_epoch1_calibration,family,all__approved_only__events,24,21,24,0.875,19,24,0.7916666666666666,24,24,1.0,24,24,1.0,19,24,0.7916666666666666,21,24,0.875,21,24,0.875,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,3,16,0.1875,0,8,0.0,5,0,0,3,3,0,5
competence_weighted_first_i1729_epoch1_calibration,family,all__approved_only__issues,24,18,24,0.75,11,24,0.4583333333333333,24,24,1.0,24,24,1.0,11,24,0.4583333333333333,11,24,0.4583333333333333,11,24,0.4583333333333333,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,6,16,0.375,0,8,0.0,13,0,0,13,13,0,13
competence_weighted_first_i1729_epoch1_calibration,family,all__none__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_weighted_first_i1729_epoch1_calibration,family,all__none__issues,24,20,24,0.8333333333333334,12,24,0.5,24,24,1.0,24,24,1.0,12,24,0.5,12,24,0.5,14,24,0.5833333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,4,16,0.25,0,8,0.0,12,0,0,12,10,0,12
competence_weighted_first_i1729_epoch1_calibration,family,current__approved_only__events,24,21,24,0.875,21,24,0.875,24,24,1.0,24,24,1.0,21,24,0.875,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,3,16,0.1875,0,8,0.0,3,0,0,0,0,0,3
competence_weighted_first_i1729_epoch1_calibration,family,current__approved_only__issues,24,15,24,0.625,11,24,0.4583333333333333,24,24,1.0,24,24,1.0,11,24,0.4583333333333333,14,24,0.5833333333333334,14,24,0.5833333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,9,16,0.5625,0,8,0.0,13,0,0,10,10,0,13
